歌舞	迪斯科	1
小学生	大中学生	1
汽车	越野车	1
团购	购买	1
平台	环境	4.667856492091981
研讨	争论	6.408073009985385
演说	说话	7.191835675310875
虚拟	编造	1
高风险	风险	5.579645873863981
感动	热泪盈眶	1
底薪	工资	1
扶持	提携	1
有效	有用	1
圆满	大功告成	1
邀请	诚邀	1
破烂	破烂不堪	1
信誉	信用	8.589639751357456
孤单	寂寞	1
会见	会晤	1.879571261439457
背地里	背后	1
实质	本质	6.985573831535383
枯萎	凋零	1
互联网	因特网	7.664668909175277
课程表	课表	1
洁癖	网瘾	1
讲座	座位	6.897744419793511
粗鲁	文盲	1
女士	白骨精	1
电话	设备	3.441228488397439
欢迎	迎宾	1
气温	高温	3.131503901590354
成功	失意	1
积极	消极	5.03050679970491
君子	小人	1
认真	马虎	5.415769085308567
北大	清华	9.298540822989082
国王	女王	1
商业	工业	3.4394783091017067
闺房	卧室	1
削减	裁员	7.941413036678908
检验	查	5.0969107003916125
席位	位置	3.7444248838798915
奖励	记功	1
麻利	灵活	1
随意	随便	9.230608306932806
奋斗	努力	4.886202148309983
高兴	兴奋	5.960808841482083
猜忌	多疑	1
轻蔑	藐视	1
服气	口服心服	1
入场券	门票	1
生物钟	地球仪	1
年级	成绩	3.3728050892201997
矩阵	数据	1
杯子	饮料	1
杯子	实体	1
困倦	生病	1
政敌	情敌	1
灾区	地震	4.909950785992506
生日	蛋糕	7.847114101143364
泡沫	肥皂	1
电影	导演	5.697024767894198
学生	老师	5.610820842734319
自动	手动	1
大学	中专	4.389756090110713
交易	交换	1.9566158241532043
快乐	欣喜若狂	1
邪念	非分之想	1
平静	心平气和	1
任命	委以重任	1
瞎扯	编造	1
相信	信赖	6.8065547405956055
支部	面部	6.940917302229434
正义	人民	3.4088864555144065
转基因	大豆	1
白宫	宿舍	4.247649637889402
解释	分解	6.874233888151842
自卑感	历史感	1
距离	速度	4.214840085957814
投资者	收入	3.695193610816405
网络	硬件	6.14756752510034
责任	保险	3.3343958642337297
比赛	胜利	1.0
亲近感	荣誉感	1
壁橱	衣服	1
无用功	效率	1
课程	学校	4.878980302060025
学者	学习	3.056046286842051
超市	食品	5.849923341630022
家属	丈夫	5.979659621483998
国企	私企	1
勾画	描摹	1
想法	主意	8.089077026929433
美	靓	1
牢固	坚不可摧	1
凌乱	乱七八糟	1
工作	干活儿	1
恭贺	恭喜	1
拍马屁	谄谀	1
PC	计算机	1
行	可以	3.386625914506636
死党	共和党	1
歌剧	工业	3.0025913256776704
轻浮	轻松	1
职业	教育	5.232320245611966
物理	质子	1
网球	球拍	1
缓慢	飞快	1
人民币	美元	5.43612321224452
青年	中青年	6.5140692521460535
境界	意境	7.288977011961523
跋扈	骄横	1
弘扬	发扬	6.2451204598811945
恶劣	坏	6.397261847016149
更加	愈发	1
优秀	出众	1
计算机	新闻	2.4852720355794014
期刊	协会	4.217311756106772
纸老虎	狮子	1
冷静	荒凉	8.250750931428772
乡村	故事	3.252833506390036
出路	山路	5.743684762260034
能源	危机	3.072607420702319
房价	面积	1
龙头	老大	1
安排	部署	4.256291469917638
文明	吸烟者	1
普及	担当	5.796307091051228
困难	自怨自艾	1
造型	照片	3.603820210198868
抠门儿	小气	1
假货	赝品	1
拖后腿	拉后腿	1
天下	气候	5.046981133469196
轻	善	7.26105900298239
日程	季度	6.737854173813255
宇宙	蚂蚁	1
面包店	绿豆粥	1
结盟	无理取闹	1
免税店	飞机	5.857090045773601
逃课	创业	1
态度	秋波	1
但	但是	7.171943285862401
赢	胜	4.259025607392743
调查	努力	2.902213197977591
玻璃	魔术师	1
干扰	上网	4.74337452811832
课堂	美食	1
情节	黄色	6.503383383478497
计算机	电脑	7.0715348937406155
讲价	打架	1
教授	黄瓜	1
控制	恐高	1
阻力	天花板	1
WTO	世界贸易组织	1
紫禁城	故宫	1
算盘	计算机	1
