歌舞	迪斯科	1
小学生	大中学生	1
汽车	越野车	1
团购	购买	1
平台	环境	4.236789264665994
研讨	争论	6.196515660115556
演说	说话	6.833082158772419
虚拟	编造	1
高风险	风险	5.329619658427645
感动	热泪盈眶	1
底薪	工资	1
扶持	提携	1
有效	有用	1
圆满	大功告成	1
邀请	诚邀	1
破烂	破烂不堪	1
信誉	信用	8.452619654299701
孤单	寂寞	1
会见	会晤	1.6753298896383608
背地里	背后	1
实质	本质	7.177488119374848
枯萎	凋零	1
互联网	因特网	7.257563266146789
课程表	课表	1
洁癖	网瘾	1
讲座	座位	6.914378770938643
粗鲁	文盲	1
女士	白骨精	1
电话	设备	3.336033936922613
欢迎	迎宾	1
气温	高温	2.5587202848912187
成功	失意	1
积极	消极	4.249136861586845
君子	小人	1
认真	马虎	5.683418638147558
北大	清华	8.886862728570595
国王	女王	1
商业	工业	3.544873996490878
闺房	卧室	1
削减	裁员	7.739272867003658
检验	查	5.37405401681742
席位	位置	3.938696143329477
奖励	记功	1
麻利	灵活	1
随意	随便	9.046910037885294
奋斗	努力	5.102107975496887
高兴	兴奋	6.1627107846526386
猜忌	多疑	1
轻蔑	藐视	1
服气	口服心服	1
入场券	门票	1
生物钟	地球仪	1
年级	成绩	3.491819287277602
矩阵	数据	1
杯子	饮料	1
杯子	实体	1
困倦	生病	1
政敌	情敌	1
灾区	地震	4.397424229310484
生日	蛋糕	7.965592298793366
泡沫	肥皂	1
电影	导演	5.449427820935082
学生	老师	5.140839492466753
自动	手动	1
大学	中专	4.4655526597882105
交易	交换	1.7229764348513865
快乐	欣喜若狂	1
邪念	非分之想	1
平静	心平气和	1
任命	委以重任	1
瞎扯	编造	1
相信	信赖	6.697084589736333
支部	面部	6.783414633598081
正义	人民	3.0822901640364218
转基因	大豆	1
白宫	宿舍	4.322353466315233
解释	分解	6.9825730290419505
自卑感	历史感	1
距离	速度	4.418188685165692
投资者	收入	3.2101330538572426
网络	硬件	6.244739463850131
责任	保险	3.292680752162772
比赛	胜利	1.0000000000000004
亲近感	荣誉感	1
壁橱	衣服	1
无用功	效率	1
课程	学校	4.996941111997133
学者	学习	2.8087360707468068
超市	食品	5.368006147732276
家属	丈夫	5.891188103462088
国企	私企	1
勾画	描摹	1
想法	主意	8.249868510311643
美	靓	1
牢固	坚不可摧	1
凌乱	乱七八糟	1
工作	干活儿	1
恭贺	恭喜	1
拍马屁	谄谀	1
PC	计算机	1
行	可以	3.584350307459222
死党	共和党	1
歌剧	工业	2.837757957318793
轻浮	轻松	1
职业	教育	4.949284889139566
物理	质子	1
网球	球拍	1
缓慢	飞快	1
人民币	美元	5.298653620772367
青年	中青年	6.161213271849185
境界	意境	7.3343672011598375
跋扈	骄横	1
弘扬	发扬	5.8412663353392675
恶劣	坏	6.349609573978625
更加	愈发	1
优秀	出众	1
计算机	新闻	1.7210522093617118
期刊	协会	4.7039111227746915
纸老虎	狮子	1
冷静	荒凉	8.219301143163822
乡村	故事	3.2639887607083193
出路	山路	5.6281179731661775
能源	危机	3.0472882666071213
房价	面积	1
龙头	老大	1
安排	部署	4.3577648102281366
文明	吸烟者	1
普及	担当	6.136629986695869
困难	自怨自艾	1
造型	照片	3.6249557683220486
抠门儿	小气	1
假货	赝品	1
拖后腿	拉后腿	1
天下	气候	4.928915362167149
轻	善	7.262281083037906
日程	季度	6.47100339876388
宇宙	蚂蚁	1
面包店	绿豆粥	1
结盟	无理取闹	1
免税店	飞机	5.7131308557065195
逃课	创业	1
态度	秋波	1
但	但是	7.024837893301123
赢	胜	4.416790084847131
调查	努力	2.6417715668697226
玻璃	魔术师	1
干扰	上网	4.622780547115467
课堂	美食	1
情节	黄色	6.222439266378989
计算机	电脑	6.4850071177294275
讲价	打架	1
教授	黄瓜	1
控制	恐高	1
阻力	天花板	1
WTO	世界贸易组织	1
紫禁城	故宫	1
算盘	计算机	1
